subject, stim id, adj, adj class, mod, mod class, rating
34,502,29,0,0,0,2
34,238,36,3,2,1,3
34,228,23,2,13,2,4
34,659,18,1,1,0,2
34,243,16,3,2,1,6
34,177,8,1,10,3,5
34,232,27,3,1,0,2
34,240,39,3,7,1,6
34,538,43,0,12,1,5
34,295,26,3,12,1,6
34,81,42,3,13,2,3
34,225,34,1,4,3,6
34,468,1,1,3,2,2
34,385,2,1,7,1,2
34,95,24,3,10,3,5
34,427,27,3,4,3,5
34,625,20,0,0,0,4
34,650,41,2,1,0,3
35,220,21,1,10,3,4
35,394,24,3,9,1,9
35,545,38,1,0,0,9
35,8,18,1,8,1,9
35,566,31,2,6,0,9
35,407,33,3,2,1,9
35,648,43,0,1,0,9
35,535,12,2,9,1,9
35,456,22,2,12,1,9
35,331,44,3,5,3,2
35,234,1,1,12,1,9
35,465,33,3,10,3,9
35,172,39,3,13,2,2
35,452,34,1,1,0,9
35,163,35,3,8,1,9
35,523,29,0,11,0,9
35,682,36,3,1,0,1
35,365,5,3,3,2,2
35,515,28,0,6,0,9
35,184,23,2,10,3,9
35,49,3,2,12,1,9
35,33,18,1,4,3,2
35,651,25,3,1,0,8
35,309,36,3,0,0,4
35,218,10,2,10,3,9
35,489,40,3,10,3,4
35,598,6,2,5,3,8
35,304,46,3,9,1,9
35,490,29,0,9,1,9
35,19,32,1,11,0,8
35,102,27,3,7,1,9
35,408,38,1,7,1,9
35,542,1,1,8,1,9
35,125,10,2,12,1,9
35,322,48,0,11,0,9
35,551,15,3,3,2,2
35,671,1,1,9,1,8
35,405,10,2,2,1,9
35,97,0,0,7,1,9
35,386,14,0,9,1,9
35,297,2,1,10,3,3
35,439,20,0,13,2,1
35,663,24,3,6,0,5
35,46,30,3,8,1,9
35,626,18,1,5,3,8
35,412,46,3,3,2,2
35,57,10,2,13,2,2
35,517,36,3,5,3,2
35,324,44,3,8,1,9
35,505,5,3,13,2,2
35,235,33,3,0,0,9
35,662,35,3,5,3,2
35,361,5,3,6,0,2
35,295,26,3,12,1,9
35,379,10,2,0,0,9
35,155,24,3,1,0,9
35,390,9,0,8,1,9
35,679,43,0,3,2,1
35,503,14,0,10,3,2
35,485,32,1,7,1,9
35,79,11,3,7,1,9
35,512,47,0,0,0,9
35,391,3,2,10,3,2
35,603,27,3,13,2,1
35,104,21,1,5,3,1
35,488,30,3,1,0,9
35,36,41,2,7,1,9
35,398,11,3,5,3,2
35,539,15,3,4,3,1
35,422,27,3,12,1,9
35,371,30,3,0,0,9
35,344,29,0,13,2,2
35,157,23,2,7,1,9
35,271,17,3,9,1,9
35,522,39,3,8,1,9
35,269,47,0,3,2,3
35,108,36,3,4,3,2
35,15,38,1,6,0,9
35,183,32,1,5,3,4
35,597,0,0,5,3,2
35,543,37,3,13,2,1
35,601,18,1,12,1,9
35,40,43,0,2,1,9
35,320,23,2,6,0,9
35,224,27,3,2,1,9
35,345,43,0,8,1,9
35,350,5,3,12,1,9
35,174,6,2,11,0,9
35,59,47,0,4,3,7
35,1,20,0,4,3,2
35,668,37,3,6,0,9
35,667,30,3,3,2,2
35,181,0,0,11,0,9
35,676,46,3,11,0,2
35,432,12,2,1,0,9
35,433,42,3,2,1,9
35,568,13,1,6,0,9
35,293,4,2,4,3,1
36,427,27,3,4,3,1
36,185,23,2,2,1,5
36,82,24,3,7,1,8
36,156,34,1,12,1,9
36,97,0,0,7,1,2
36,510,23,2,4,3,1
36,115,13,1,0,0,3
36,443,32,1,8,1,3
36,569,45,2,3,2,1
36,324,44,3,8,1,8
36,479,30,3,10,3,6
36,581,12,2,11,0,8
36,80,28,0,12,1,9
36,166,6,2,4,3,1
36,176,35,3,1,0,7
36,515,28,0,6,0,5
36,616,20,0,6,0,4
36,420,36,3,7,1,8
36,23,5,3,0,0,2
36,210,31,2,12,1,9
36,506,2,1,13,2,2
36,267,3,2,7,1,8
36,539,15,3,4,3,2
36,273,11,3,8,1,3
36,551,15,3,3,2,1
36,407,33,3,2,1,8
36,212,38,1,8,1,2
36,179,22,2,6,0,3
36,486,28,0,1,0,9
36,26,8,1,4,3,1
36,391,3,2,10,3,6
36,168,4,2,11,0,5
36,661,20,0,10,3,5
36,444,43,0,0,0,7
36,235,33,3,0,0,8
36,512,47,0,0,0,3
36,679,43,0,3,2,3
36,497,19,3,8,1,6
36,104,21,1,5,3,2
36,337,33,3,5,3,5
36,164,0,0,12,1,2
36,542,1,1,8,1,6
36,126,35,3,9,1,4
36,34,4,2,12,1,6
36,531,29,0,5,3,4
36,628,32,1,4,3,1
36,602,24,3,11,0,8
36,585,30,3,11,0,7
36,12,4,2,3,2,1
36,566,31,2,6,0,4
36,674,2,1,2,1,1
36,498,12,2,5,3,6
36,543,37,3,13,2,1
36,86,9,0,5,3,5
36,188,37,3,12,1,9
36,252,44,3,6,0,4
36,167,47,0,6,0,4
36,409,6,2,2,1,8
36,186,19,3,11,0,7
36,356,8,1,6,0,8
36,425,11,3,9,1,5
36,389,4,2,1,0,6
36,367,19,3,6,0,4
36,493,15,3,2,1,9
36,230,43,0,6,0,6
36,508,3,2,0,0,3
36,134,20,0,12,1,8
36,368,12,2,0,0,6
36,452,34,1,1,0,9
36,652,5,3,7,1,9
36,469,36,3,6,0,3
36,81,42,3,13,2,2
36,555,44,3,3,2,1
36,289,48,0,8,1,4
36,348,43,0,9,1,7
36,417,20,0,1,0,9
36,331,44,3,5,3,2
36,424,28,0,4,3,1
36,637,22,2,3,2,2
36,552,17,3,8,1,3
36,276,22,2,8,1,3
36,656,17,3,3,2,1
36,392,48,0,5,3,5
36,379,10,2,0,0,7
36,650,41,2,1,0,9
36,671,1,1,9,1,8
36,667,30,3,3,2,2
36,550,44,3,4,3,1
36,640,1,1,0,0,7
36,101,8,1,5,3,6
36,293,4,2,4,3,2
36,353,26,3,6,0,2
36,365,5,3,3,2,1
36,208,15,3,5,3,1
36,196,17,3,5,3,4
36,148,23,2,11,0,8
36,532,5,3,10,3,1
36,275,43,0,7,1,8
37,295,26,3,12,1,9
37,371,30,3,0,0,7
37,172,39,3,13,2,7
37,432,12,2,1,0,7
37,57,10,2,13,2,3
37,163,35,3,8,1,7
37,184,23,2,10,3,8
37,490,29,0,9,1,6
37,668,37,3,6,0,6
37,220,21,1,10,3,8
37,405,10,2,2,1,8
37,181,0,0,11,0,8
37,512,47,0,0,0,8
37,8,18,1,8,1,8
37,235,33,3,0,0,8
37,515,28,0,6,0,7
37,503,14,0,10,3,7
37,125,10,2,12,1,7
37,79,11,3,7,1,9
37,155,24,3,1,0,9
37,46,30,3,8,1,9
37,1,20,0,4,3,4
37,309,36,3,0,0,6
37,489,40,3,10,3,5
37,408,38,1,7,1,9
37,218,10,2,10,3,8
37,391,3,2,10,3,7
37,568,13,1,6,0,8
37,603,27,3,13,2,4
37,234,1,1,12,1,9
37,535,12,2,9,1,8
37,331,44,3,5,3,4
37,485,32,1,7,1,7
37,505,5,3,13,2,3
37,598,6,2,5,3,6
37,566,31,2,6,0,7
37,394,24,3,9,1,8
37,174,6,2,11,0,7
37,365,5,3,3,2,5
37,40,43,0,2,1,8
37,676,46,3,11,0,8
37,407,33,3,2,1,8
37,517,36,3,5,3,6
37,682,36,3,1,0,7
37,433,42,3,2,1,4
37,49,3,2,12,1,8
37,523,29,0,11,0,8
37,452,34,1,1,0,6
37,104,21,1,5,3,5
37,648,43,0,1,0,7
37,320,23,2,6,0,4
37,97,0,0,7,1,6
37,345,43,0,8,1,8
37,297,2,1,10,3,5
37,412,46,3,3,2,4
37,551,15,3,3,2,3
37,390,9,0,8,1,4
37,224,27,3,2,1,8
37,539,15,3,4,3,6
37,601,18,1,12,1,4
37,651,25,3,1,0,5
37,545,38,1,0,0,4
37,386,14,0,9,1,3
37,324,44,3,8,1,8
37,543,37,3,13,2,6
37,350,5,3,12,1,8
37,33,18,1,4,3,4
37,157,23,2,7,1,6
37,322,48,0,11,0,7
37,488,30,3,1,0,7
37,597,0,0,5,3,7
37,293,4,2,4,3,6
37,465,33,3,10,3,5
37,398,11,3,5,3,5
37,626,18,1,5,3,2
37,183,32,1,5,3,7
37,663,24,3,6,0,6
37,456,22,2,12,1,8
37,59,47,0,4,3,6
37,667,30,3,3,2,8
37,15,38,1,6,0,8
37,19,32,1,11,0,8
37,361,5,3,6,0,4
37,522,39,3,8,1,6
37,108,36,3,4,3,3
37,679,43,0,3,2,5
37,102,27,3,7,1,7
37,439,20,0,13,2,7
37,379,10,2,0,0,8
37,269,47,0,3,2,5
37,422,27,3,12,1,9
37,662,35,3,5,3,8
37,671,1,1,9,1,8
37,344,29,0,13,2,6
37,36,41,2,7,1,8
37,271,17,3,9,1,6
37,542,1,1,8,1,8
37,304,46,3,9,1,7
38,133,19,3,1,0,8
38,47,34,1,6,0,8
38,579,14,0,1,0,7
38,368,12,2,0,0,8
38,79,11,3,7,1,8
38,457,42,3,1,0,8
38,186,19,3,11,0,8
38,544,41,2,2,1,5
38,485,32,1,7,1,6
38,456,22,2,12,1,7
38,206,27,3,9,1,8
38,433,42,3,2,1,8
38,514,33,3,3,2,3
38,554,18,1,3,2,5
38,87,19,3,13,2,2
38,345,43,0,8,1,6
38,578,38,1,12,1,7
38,412,46,3,3,2,4
38,80,28,0,12,1,7
38,357,23,2,3,2,5
38,668,37,3,6,0,6
38,237,29,0,10,3,7
38,576,38,1,5,3,7
38,620,18,1,9,1,9
38,38,45,2,4,3,1
38,230,43,0,6,0,4
38,344,29,0,13,2,4
38,236,25,3,3,2,5
38,114,42,3,10,3,6
38,584,33,3,1,0,8
38,291,2,1,8,1,7
38,536,21,1,0,0,9
38,501,39,3,3,2,5
38,58,12,2,3,2,7
38,381,48,0,0,0,7
38,85,38,1,3,2,7
38,605,21,1,7,1,3
38,524,6,2,9,1,7
38,221,0,0,10,3,9
38,678,42,3,9,1,4
38,289,48,0,8,1,8
38,563,20,0,11,0,8
38,438,5,3,2,1,6
38,316,4,2,2,1,6
38,275,43,0,7,1,6
38,454,3,2,5,3,6
38,15,38,1,6,0,7
38,314,12,2,4,3,2
38,437,26,3,4,3,2
38,10,33,3,11,0,7
38,546,27,3,0,0,7
38,450,17,3,1,0,9
38,621,17,3,0,0,9
38,632,10,2,9,1,9
38,227,23,2,1,0,9
38,559,7,1,3,2,5
38,145,13,1,12,1,7
38,235,33,3,0,0,7
38,100,29,0,12,1,5
38,169,40,3,4,3,1
38,375,32,1,1,0,6
38,548,36,3,13,2,3
38,550,44,3,4,3,3
38,50,37,3,0,0,5
38,602,24,3,11,0,7
38,660,36,3,11,0,7
38,639,16,3,1,0,6
38,267,3,2,7,1,5
38,172,39,3,13,2,3
38,72,38,1,1,0,8
38,483,30,3,7,1,6
38,498,12,2,5,3,6
38,286,3,2,2,1,6
38,279,16,3,4,3,2
38,353,26,3,6,0,7
38,101,8,1,5,3,7
38,142,33,3,9,1,7
38,115,13,1,0,0,7
38,486,28,0,1,0,8
38,532,5,3,10,3,5
38,295,26,3,12,1,8
38,592,45,2,0,0,6
38,558,46,3,8,1,7
38,107,47,0,9,1,4
38,338,12,2,12,1,7
38,535,12,2,9,1,7
38,613,2,1,4,3,3
38,330,13,1,1,0,8
38,415,38,1,4,3,3
38,37,14,0,3,2,9
38,411,47,0,8,1,4
38,471,11,3,6,0,8
38,175,4,2,10,3,8
38,77,4,2,9,1,7
38,162,14,0,11,0,9
38,651,25,3,1,0,9
38,59,47,0,4,3,4
38,19,32,1,11,0,7
39,576,38,1,5,3,8
39,145,13,1,12,1,9
39,101,8,1,5,3,9
39,632,10,2,9,1,9
39,142,33,3,9,1,8
39,454,3,2,5,3,9
39,107,47,0,9,1,7
39,485,32,1,7,1,9
39,114,42,3,10,3,9
39,295,26,3,12,1,9
39,289,48,0,8,1,7
39,536,21,1,0,0,9
39,80,28,0,12,1,9
39,236,25,3,3,2,8
39,15,38,1,6,0,9
39,345,43,0,8,1,9
39,559,7,1,3,2,9
39,77,4,2,9,1,6
39,437,26,3,4,3,6
39,660,36,3,11,0,8
39,275,43,0,7,1,9
39,651,25,3,1,0,7
39,579,14,0,1,0,9
39,368,12,2,0,0,8
39,592,45,2,0,0,9
39,227,23,2,1,0,9
39,450,17,3,1,0,5
39,267,3,2,7,1,7
39,501,39,3,3,2,5
39,514,33,3,3,2,9
39,186,19,3,11,0,9
39,668,37,3,6,0,7
39,412,46,3,3,2,3
39,544,41,2,2,1,9
39,438,5,3,2,1,9
39,291,2,1,8,1,2
39,546,27,3,0,0,2
39,486,28,0,1,0,7
39,524,6,2,9,1,9
39,10,33,3,11,0,9
39,330,13,1,1,0,9
39,620,18,1,9,1,9
39,314,12,2,4,3,1
39,100,29,0,12,1,9
39,206,27,3,9,1,9
39,456,22,2,12,1,9
39,175,4,2,10,3,9
39,344,29,0,13,2,9
39,79,11,3,7,1,9
39,602,24,3,11,0,9
39,535,12,2,9,1,9
39,172,39,3,13,2,3
39,47,34,1,6,0,9
39,498,12,2,5,3,9
39,237,29,0,10,3,9
39,613,2,1,4,3,1
39,433,42,3,2,1,9
39,563,20,0,11,0,8
39,548,36,3,13,2,9
39,72,38,1,1,0,8
39,50,37,3,0,0,7
39,483,30,3,7,1,9
39,550,44,3,4,3,1
39,162,14,0,11,0,9
39,558,46,3,8,1,9
39,235,33,3,0,0,9
39,375,32,1,1,0,9
39,338,12,2,12,1,9
39,133,19,3,1,0,9
39,37,14,0,3,2,9
39,279,16,3,4,3,1
39,621,17,3,0,0,1
39,38,45,2,4,3,1
39,639,16,3,1,0,9
39,59,47,0,4,3,1
39,19,32,1,11,0,9
39,457,42,3,1,0,9
39,381,48,0,0,0,9
39,316,4,2,2,1,9
39,230,43,0,6,0,6
39,353,26,3,6,0,9
39,87,19,3,13,2,4
39,415,38,1,4,3,1
39,357,23,2,3,2,3
39,286,3,2,2,1,9
39,58,12,2,3,2,8
39,411,47,0,8,1,7
39,85,38,1,3,2,7
39,115,13,1,0,0,9
39,605,21,1,7,1,9
39,532,5,3,10,3,9
39,169,40,3,4,3,1
39,554,18,1,3,2,2
39,578,38,1,12,1,9
39,678,42,3,9,1,9
39,221,0,0,10,3,9
39,584,33,3,1,0,9
39,471,11,3,6,0,7
40,141,46,3,2,1,8
40,310,45,2,2,1,8
40,329,37,3,4,3,2
40,29,26,3,1,0,3
40,126,35,3,9,1,8
40,515,28,0,6,0,8
40,669,15,3,12,1,8
40,657,25,3,4,3,5
40,161,6,2,1,0,7
40,363,34,1,10,3,2
40,637,22,2,3,2,4
40,27,30,3,4,3,5
40,564,42,3,4,3,5
40,335,13,1,5,3,9
40,253,9,0,12,1,2
40,534,31,2,4,3,1
40,369,3,2,4,3,1
40,5,3,2,8,1,2
40,254,10,2,7,1,9
40,586,16,3,5,3,2
40,4,32,1,6,0,6
40,258,39,3,12,1,8
40,366,42,3,8,1,6
40,66,42,3,3,2,8
40,219,29,0,8,1,4
40,202,17,3,12,1,8
40,652,5,3,7,1,9
40,673,25,3,10,3,8
40,603,27,3,13,2,2
40,324,44,3,8,1,8
40,18,13,1,11,0,9
40,281,37,3,3,2,3
40,442,35,3,11,0,3
40,311,22,2,4,3,3
40,446,36,3,10,3,4
40,31,9,0,13,2,3
40,262,1,1,10,3,5
40,432,12,2,1,0,9
40,196,17,3,5,3,4
40,587,11,3,11,0,3
40,301,15,3,6,0,2
40,46,30,3,8,1,5
40,484,39,3,5,3,7
40,53,10,2,3,2,4
40,119,24,3,4,3,6
40,116,7,1,5,3,3
40,26,8,1,4,3,3
40,185,23,2,2,1,7
40,649,21,1,12,1,6
40,431,46,3,6,0,3
40,405,10,2,2,1,8
40,541,31,2,13,2,3
40,43,24,3,5,3,4
40,467,48,0,13,2,2
40,608,23,2,5,3,7
40,83,29,0,4,3,3
40,57,10,2,13,2,2
40,226,18,1,0,0,6
40,218,10,2,10,3,4
40,449,40,3,11,0,3
40,168,4,2,11,0,7
40,418,7,1,7,1,8
40,551,15,3,3,2,4
40,500,46,3,12,1,7
40,111,45,2,10,3,6
40,45,42,3,5,3,2
40,143,28,0,2,1,8
40,55,4,2,7,1,7
40,571,19,3,9,1,4
40,676,46,3,11,0,5
40,490,29,0,9,1,5
40,181,0,0,11,0,2
40,595,21,1,1,0,4
40,512,47,0,0,0,7
40,677,19,3,12,1,8
40,529,12,2,2,1,8
40,398,11,3,5,3,2
40,305,40,3,2,1,4
40,352,18,1,7,1,7
40,257,37,3,7,1,7
40,355,10,2,5,3,3
40,342,8,1,8,1,8
40,393,39,3,1,0,3
40,399,31,2,9,1,5
40,24,4,2,13,2,2
40,340,45,2,9,1,6
40,474,27,3,3,2,5
40,7,19,3,7,1,5
40,642,47,0,12,1,5
40,661,20,0,10,3,4
40,519,25,3,0,0,6
40,645,32,1,2,1,4
40,194,15,3,13,2,2
40,513,14,0,7,1,4
40,656,17,3,3,2,3
40,317,34,1,5,3,2
40,152,8,1,13,2,3
40,209,33,3,4,3,4
41,537,10,2,6,0,6
41,625,20,0,0,0,7
41,275,43,0,7,1,6
41,506,2,1,13,2,4
41,342,8,1,8,1,8
41,61,15,3,1,0,2
41,303,6,2,8,1,8
41,321,33,3,6,0,6
41,642,47,0,12,1,6
41,198,2,1,5,3,7
41,409,6,2,2,1,9
41,635,40,3,7,1,8
41,405,10,2,2,1,9
41,410,42,3,12,1,6
41,390,9,0,8,1,4
41,456,22,2,12,1,7
41,575,41,2,10,3,4
41,667,30,3,3,2,3
41,454,3,2,5,3,6
41,683,0,0,8,1,8
41,140,1,1,2,1,7
41,154,38,1,10,3,6
41,354,19,3,2,1,9
41,71,41,2,13,2,2
41,295,26,3,12,1,7
41,19,32,1,11,0,6
41,443,32,1,8,1,6
41,392,48,0,5,3,7
41,95,24,3,10,3,5
41,46,30,3,8,1,7
41,472,40,3,3,2,2
41,385,2,1,7,1,4
41,210,31,2,12,1,7
41,301,15,3,6,0,2
41,485,32,1,7,1,6
41,82,24,3,7,1,7
41,113,44,3,1,0,6
41,539,15,3,4,3,4
41,312,39,3,9,1,7
41,389,4,2,1,0,8
41,230,43,0,6,0,7
41,509,31,2,7,1,7
41,502,29,0,0,0,3
41,152,8,1,13,2,2
41,22,41,2,4,3,1
41,437,26,3,4,3,2
41,237,29,0,10,3,6
41,650,41,2,1,0,4
41,115,13,1,0,0,7
41,2,7,1,1,0,5
41,93,21,1,11,0,6
41,580,15,3,7,1,9
41,358,32,1,9,1,4
41,54,2,1,1,0,8
41,8,18,1,8,1,7
41,560,1,1,7,1,8
41,232,27,3,1,0,3
41,318,40,3,12,1,9
41,418,7,1,7,1,8
41,146,14,0,5,3,3
41,330,13,1,1,0,9
41,226,18,1,0,0,6
41,43,24,3,5,3,2
41,243,16,3,2,1,8
41,138,22,2,2,1,7
41,334,13,1,13,2,1
41,659,18,1,1,0,8
41,427,27,3,4,3,1
41,559,7,1,3,2,4
41,387,26,3,2,1,7
41,600,29,0,3,2,8
41,12,4,2,3,2,4
41,225,34,1,4,3,3
41,100,29,0,12,1,5
41,272,28,0,13,2,2
41,407,33,3,2,1,6
41,538,43,0,12,1,4
41,240,39,3,7,1,8
41,234,1,1,12,1,7
41,643,20,0,8,1,8
41,177,8,1,10,3,6
41,338,12,2,12,1,9
41,287,30,3,13,2,6
41,386,14,0,9,1,8
41,282,17,3,6,0,3
41,489,40,3,10,3,5
41,228,23,2,13,2,2
41,468,1,1,3,2,4
41,81,42,3,13,2,2
41,439,20,0,13,2,1
41,467,48,0,13,2,2
41,393,39,3,1,0,4
41,284,2,1,3,2,8
41,238,36,3,2,1,8
41,536,21,1,0,0,7
41,267,3,2,7,1,4
41,656,17,3,3,2,4
41,59,47,0,4,3,3
42,103,20,0,9,1,6
42,575,41,2,10,3,2
42,282,17,3,6,0,2
42,445,25,3,2,1,7
42,104,21,1,5,3,1
42,409,6,2,2,1,7
42,243,16,3,2,1,5
42,117,45,2,5,3,3
42,92,45,2,6,0,2
42,395,3,2,3,2,5
42,322,48,0,11,0,3
42,204,37,3,10,3,2
42,308,17,3,11,0,5
42,210,31,2,12,1,6
42,228,23,2,13,2,2
42,573,7,1,12,1,6
42,378,41,2,8,1,6
42,30,35,3,12,1,6
42,503,14,0,10,3,1
42,124,14,0,0,0,2
42,149,0,0,13,2,5
42,362,43,0,5,3,3
42,590,32,1,12,1,3
42,199,1,1,6,0,5
42,105,31,2,5,3,1
42,256,7,1,6,0,5
42,91,48,0,10,3,3
42,182,11,3,13,2,2
42,496,36,3,9,1,7
42,424,28,0,4,3,1
42,213,45,2,12,1,6
42,36,41,2,7,1,6
42,93,21,1,11,0,6
42,33,18,1,4,3,1
42,247,21,1,4,3,1
42,464,7,1,11,0,5
42,683,0,0,8,1,7
42,504,23,2,0,0,6
42,54,2,1,1,0,1
42,269,47,0,3,2,1
42,108,36,3,4,3,1
42,136,38,1,11,0,3
42,0,31,2,2,1,5
42,417,20,0,1,0,8
42,179,22,2,6,0,1
42,674,2,1,2,1,1
42,296,36,3,12,1,6
42,171,21,1,3,2,2
42,68,20,0,2,1,7
42,248,2,1,11,0,2
42,306,9,0,7,1,1
42,476,25,3,9,1,7
42,527,14,0,12,1,4
42,654,41,2,6,0,3
42,397,48,0,7,1,2
42,574,48,0,4,3,1
42,64,35,3,6,0,1
42,591,45,2,11,0,1
42,377,3,2,13,2,3
42,150,10,2,4,3,1
42,21,46,3,13,2,1
42,436,9,0,1,0,7
42,148,23,2,11,0,5
42,239,16,3,12,1,8
42,174,6,2,11,0,1
42,118,39,3,0,0,4
42,125,10,2,12,1,9
42,75,22,2,13,2,2
42,170,22,2,11,0,2
42,299,7,1,13,2,2
42,11,36,3,3,2,2
42,23,5,3,0,0,1
42,680,28,0,11,0,3
42,215,8,1,7,1,6
42,42,25,3,6,0,3
42,459,40,3,9,1,4
42,561,30,3,12,1,7
42,94,26,3,9,1,6
42,122,23,2,8,1,7
42,320,23,2,6,0,2
42,653,33,3,7,1,7
42,382,15,3,10,3,5
42,672,26,3,10,3,2
42,304,46,3,9,1,1
42,665,16,3,8,1,7
42,408,38,1,7,1,1
42,274,40,3,13,2,1
42,89,3,2,1,0,6
42,270,2,1,9,1,2
42,662,35,3,5,3,2
42,69,13,1,3,2,3
42,25,47,0,2,1,2
42,441,1,1,13,2,2
42,159,36,3,8,1,7
42,187,28,0,9,1,6
42,359,46,3,5,3,2
42,455,45,2,13,2,1
42,34,4,2,12,1,5
43,381,48,0,0,0,8
43,277,17,3,10,3,9
43,161,6,2,1,0,9
43,582,6,2,10,3,9
43,155,24,3,1,0,3
43,415,38,1,4,3,2
43,150,10,2,4,3,2
43,94,26,3,9,1,9
43,461,37,3,8,1,9
43,596,9,0,3,2,8
43,131,18,1,11,0,9
43,23,5,3,0,0,9
43,107,47,0,9,1,9
43,630,28,0,5,3,8
43,666,44,3,7,1,9
43,617,29,0,7,1,7
43,399,31,2,9,1,4
43,220,21,1,10,3,2
43,519,25,3,0,0,7
43,386,14,0,9,1,8
43,610,6,2,3,2,9
43,132,21,1,6,0,5
43,624,35,3,7,1,9
43,290,17,3,7,1,9
43,158,12,2,10,3,9
43,647,16,3,7,1,9
43,102,27,3,7,1,9
43,371,30,3,0,0,9
43,677,19,3,12,1,9
43,104,21,1,5,3,3
43,398,11,3,5,3,5
43,205,46,3,4,3,1
43,388,6,2,6,0,6
43,152,8,1,13,2,2
43,431,46,3,6,0,8
43,683,0,0,8,1,9
43,446,36,3,10,3,9
43,664,26,3,0,0,3
43,447,11,3,12,1,9
43,420,36,3,7,1,9
43,520,39,3,6,0,8
43,454,3,2,5,3,8
43,366,42,3,8,1,9
43,251,11,3,10,3,6
43,208,15,3,5,3,5
43,329,37,3,4,3,2
43,545,38,1,0,0,9
43,685,17,3,2,1,9
43,168,4,2,11,0,9
43,613,2,1,4,3,2
43,489,40,3,10,3,6
43,422,27,3,12,1,9
43,668,37,3,6,0,8
43,606,3,2,9,1,8
43,287,30,3,13,2,4
43,179,22,2,6,0,4
43,36,41,2,7,1,9
43,267,3,2,7,1,8
43,540,8,1,0,0,8
43,60,31,2,10,3,2
43,627,20,0,5,3,7
43,646,21,1,2,1,2
43,407,33,3,2,1,8
43,498,12,2,5,3,4
43,126,35,3,9,1,9
43,473,21,1,9,1,4
43,370,9,0,0,0,5
43,241,9,0,11,0,5
43,76,41,2,11,0,6
43,129,47,0,7,1,8
43,628,32,1,4,3,1
43,529,12,2,2,1,9
43,219,29,0,8,1,3
43,587,11,3,11,0,4
43,539,15,3,4,3,1
43,18,13,1,11,0,8
43,565,24,3,2,1,7
43,312,39,3,9,1,9
43,162,14,0,11,0,8
43,62,21,1,8,1,4
43,464,7,1,11,0,6
43,681,18,1,13,2,1
43,245,42,3,11,0,7
43,213,45,2,12,1,9
43,66,42,3,3,2,1
43,409,6,2,2,1,9
43,14,40,3,5,3,1
43,645,32,1,2,1,8
43,543,37,3,13,2,1
43,486,28,0,1,0,8
43,481,23,2,9,1,8
43,571,19,3,9,1,8
43,274,40,3,13,2,1
43,216,8,1,9,1,8
43,561,30,3,12,1,9
43,68,20,0,2,1,9
43,291,2,1,8,1,3
43,653,33,3,7,1,8
44,181,0,0,11,0,8
44,373,45,2,7,1,9
44,75,22,2,13,2,2
44,601,18,1,12,1,9
44,249,44,3,12,1,9
44,149,0,0,13,2,3
44,192,43,0,4,3,2
44,150,10,2,4,3,2
44,72,38,1,1,0,9
44,188,37,3,12,1,9
44,462,3,2,11,0,9
44,164,0,0,12,1,8
44,382,15,3,10,3,9
44,684,29,0,1,0,9
44,231,15,3,9,1,9
44,540,8,1,0,0,9
44,622,20,0,3,2,9
44,487,19,3,0,0,8
44,29,26,3,1,0,9
44,682,36,3,1,0,8
44,414,16,3,13,2,3
44,553,5,3,8,1,9
44,423,22,2,7,1,8
44,526,9,0,9,1,3
44,114,42,3,10,3,8
44,103,20,0,9,1,9
44,608,23,2,5,3,8
44,517,36,3,5,3,3
44,579,14,0,1,0,9
44,508,3,2,0,0,9
44,415,38,1,4,3,9
44,158,12,2,10,3,9
44,396,33,3,13,2,9
44,451,22,2,0,0,9
44,498,12,2,5,3,8
44,294,47,0,1,0,9
44,101,8,1,5,3,9
44,296,36,3,12,1,9
44,678,42,3,9,1,8
44,328,37,3,11,0,6
44,261,45,2,1,0,9
44,491,6,2,13,2,1
44,478,1,1,4,3,2
44,144,25,3,13,2,1
44,674,2,1,2,1,1
44,260,22,2,10,3,8
44,324,44,3,8,1,9
44,327,30,3,5,3,7
44,661,20,0,10,3,6
44,496,36,3,9,1,9
44,593,34,1,3,2,2
44,203,13,1,4,3,6
44,69,13,1,3,2,7
44,365,5,3,3,2,2
44,569,45,2,3,2,4
44,384,6,2,0,0,7
44,630,28,0,5,3,4
44,383,22,2,1,0,8
44,245,42,3,11,0,9
44,614,24,3,0,0,6
44,627,20,0,5,3,9
44,424,28,0,4,3,2
44,33,18,1,4,3,1
44,193,42,3,6,0,7
44,178,48,0,2,1,9
44,85,38,1,3,2,3
44,313,47,0,13,2,2
44,207,26,3,3,2,2
44,345,43,0,8,1,9
44,634,37,3,5,3,4
44,616,20,0,6,0,8
44,302,35,3,10,3,8
44,573,7,1,12,1,9
44,99,14,0,6,0,6
44,317,34,1,5,3,6
44,375,32,1,1,0,8
44,530,22,2,9,1,7
44,555,44,3,3,2,2
44,577,14,0,13,2,1
44,551,15,3,3,2,4
44,482,25,3,11,0,9
44,332,16,3,10,3,6
44,184,23,2,10,3,9
44,500,46,3,12,1,9
44,57,10,2,13,2,1
44,421,32,1,0,0,8
44,167,47,0,6,0,9
44,488,30,3,1,0,9
44,406,34,1,0,0,9
44,444,43,0,0,0,9
44,430,37,3,9,1,9
44,278,9,0,2,1,2
44,583,32,1,10,3,8
44,477,48,0,9,1,9
44,429,40,3,6,0,7
44,189,13,1,7,1,9
44,520,39,3,6,0,8
44,550,44,3,4,3,2
